Year,District,Crop,Season,Rainfall_mm,Avg_Temp_C,Area_Ha,Yield_t_ha
2021,nabarangpur,moong(green-gram),summer,30,31,421,0.76
2022,nabarangpur,moong(green-gram),summer,32,30,190,0.7
,,,,,,,
2004,nabarangpur,rice,autumn,278,28,52000,0.75
2005,nabarangpur,rice,autumn,279,26,45000,0.6
2006,nabarangpur,rice,autumn,280,26,42000,0.93
2007,nabarangpur,rice,autumn,282,25,39000,0.92
2008,nabarangpur,rice,autumn,281,25,35000,0.97
2009,nabarangpur,rice,autumn,285,26,42000,0.64
2010,nabarangpur,rice,autumn,286,25,35000,1.26
2011,nabarangpur,rice,autumn,298,28,26000,0.5
2012,nabarangpur,rice,autumn,295,27,29000,1.52
2013,nabarangpur,rice,autumn,275,26,20000,1.7
2014,nabarangpur,rice,autumn,285,25,25000,1.56
2015,nabarangpur,rice,autumn,280,24,21000,0.81
2016,nabarangpur,rice,autumn,285,26,39080,1.98
2017,nabarangpur,rice,autumn,284,25,35660,2.07
2018,nabarangpur,rice,autumn,286,26,11800,1.13
2019,nabarangpur,rice,autumn,290,24,16410,2.77
2020,nabarangpur,rice,autumn,289,25,18390,2.58
2021,nabarangpur,rice,autumn,300,26,15680,2.26
2022,nabarangpur,rice,autumn,259,25,21820,2.68
,,,,,,,
2004,nabarangpur,rice,summer,33,27,2000,2.5
2005,nabarangpur,rice,summer,32,29,1000,2
2006,nabarangpur,rice,summer,31,28,1000,2
2007,nabarangpur,rice,summer,29,30,2000,1.5
2008,nabarangpur,rice,summer,28,28,2000,1.5
2009,nabarangpur,rice,summer,33,29,1000,1
2010,nabarangpur,rice,summer,35,30,3000,1.67
,,,,,,,
2012,nabarangpur,rice,summer,40,30,327000,0.01
2013,nabarangpur,rice,summer,35,30,1000,3
,,,,,,,
2015,nabarangpur,rice,summer,34,30,1000,2
2016,nabarangpur,rice,summer,33,28,1440,2.58
2017,nabarangpur,rice,summer,32,29,1120,2.23
2018,nabarangpur,rice,summer,31,30,590,1.83
2019,nabarangpur,rice,summer,29,31,2730,2.68
2020,nabarangpur,rice,summer,28,32,520,2.27
2021,nabarangpur,rice,summer,30,31,1117,2.71
2022,nabarangpur,rice,summer,32,30,430,2.42
,,,,,,,
2004,nabarangpur,rice,winter,10,22,122000,1.55
2005,nabarangpur,rice,winter,11,20,123000,1.42
2006,nabarangpur,rice,winter,12,20,122000,1.43
2007,nabarangpur,rice,winter,12,23,110000,1.71
2008,nabarangpur,rice,winter,12,21,122000,1.28
2009,nabarangpur,rice,winter,8,21,118000,1.58
2010,nabarangpur,rice,winter,9,23,109000,2.16
2011,nabarangpur,rice,winter,10,19,114000,0.74
2012,nabarangpur,rice,winter,8,18,114000,2.48
2013,nabarangpur,rice,winter,9,20,126000,3.05
2014,nabarangpur,rice,winter,14,20,122000,2.48
2015,nabarangpur,rice,winter,15,21,116000,1.33
2016,nabarangpur,rice,winter,8,22,106910,2.91
2017,nabarangpur,rice,winter,9,23,88090,2.63
2018,nabarangpur,rice,winter,12,20,116590,1.22
2019,nabarangpur,rice,winter,10,18,105290,3.25
2020,nabarangpur,rice,winter,10,19,116810,2.99
2021,nabarangpur,rice,winter,10.5,20,118215,2.86
2022,nabarangpur,rice,winter,12,20.5,111520,3.37
,,,,,,,
2004,nayagarh,groundnut,autumn,230,31,180,0.53
2005,nayagarh,groundnut,autumn,228,29,343,0.68
2006,nayagarh,groundnut,autumn,226,29,251,0.65
2007,nayagarh,groundnut,autumn,220,29,219,0.81
2008,nayagarh,groundnut,autumn,240,28,226,0.82
2009,nayagarh,groundnut,autumn,245,29,86,1.02
2010,nayagarh,groundnut,autumn,246,29,77,1.02
2011,nayagarh,groundnut,autumn,251,31,96,1.09
2012,nayagarh,groundnut,autumn,200,28,71,1.4
2013,nayagarh,groundnut,autumn,210,29,1,0.6
2014,nayagarh,groundnut,autumn,212,29,21,0.68
,,,,,,,
2016,nayagarh,groundnut,autumn,228,30,6,0.68
,,,,,,,
,,,,,,,
2019,nayagarh,groundnut,autumn,237,28,47,0.74
2020,nayagarh,groundnut,autumn,216,28,43,1.2
2021,nayagarh,groundnut,autumn,211,29,35,1.34
2022,nayagarh,groundnut,autumn,220,30,147,1.19
,,,,,,,
2004,nayagarh,groundnut,summer,39,31,68,1.28
2005,nayagarh,groundnut,summer,38,29,65,2
2006,nayagarh,groundnut,summer,38,25,59,1.03
2007,nayagarh,groundnut,summer,39,26,48,1.09
2008,nayagarh,groundnut,summer,40,28,42,1.14
2009,nayagarh,groundnut,summer,42,30,71,1.43
2010,nayagarh,groundnut,summer,42,32,5,1.2
2011,nayagarh,groundnut,summer,43,31,7,1.53
2012,nayagarh,groundnut,summer,45,29,2,1.35
2013,nayagarh,groundnut,summer,46,30,1,0.5
2014,nayagarh,groundnut,summer,35,33,1,1.7
2015,nayagarh,groundnut,summer,36,31,2,1.25
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2020,nayagarh,groundnut,summer,40,32,128,1.45
2021,nayagarh,groundnut,summer,43,33,21,1.51
2022,nayagarh,groundnut,summer,44,30,61,1.41
,,,,,,,
2004,nayagarh,groundnut,winter,20,25,109,0.88
2005,nayagarh,groundnut,winter,19,22,118,0.76
2006,nayagarh,groundnut,winter,18,22,109,1.04
2007,nayagarh,groundnut,winter,22,23,252,1.31
2008,nayagarh,groundnut,winter,18,24,325,1.37
2009,nayagarh,groundnut,winter,19,25,51,1.26
2010,nayagarh,groundnut,winter,20,25,174,1.24
2011,nayagarh,groundnut,winter,22,22,149,1.25
2012,nayagarh,groundnut,winter,21,21,106,1.53
2013,nayagarh,groundnut,winter,23,19,41,1.09
,,,,,,,
,,,,,,,
2016,nayagarh,groundnut,winter,21,21,13,1.95
2017,nayagarh,groundnut,winter,19,19,97,2.38
2018,nayagarh,groundnut,winter,17,20,6,0.88
,,,,,,,
2020,nayagarh,groundnut,winter,19,22,2,2.05
2021,nayagarh,groundnut,winter,20,23,26,1.57
2022,nayagarh,groundnut,winter,21,22,13,1.78
,,,,,,,
2004,nayagarh,horsegram,winter,20,25,1548,0.24
2005,nayagarh,horsegram,winter,19,22,2326,0.28
2006,nayagarh,horsegram,winter,18,22,2205,0.29
2007,nayagarh,horsegram,winter,22,23,1763,0.27
2008,nayagarh,horsegram,winter,18,24,1584,0.29
2009,nayagarh,horsegram,winter,19,25,1935,0.32
2010,nayagarh,horsegram,winter,20,25,2275,0.32
2011,nayagarh,horsegram,winter,22,22,844,0.23
2012,nayagarh,horsegram,winter,21,21,1559,0.34
2013,nayagarh,horsegram,winter,23,19,1377,0.29
2014,nayagarh,horsegram,winter,25,20,992,0.32
2015,nayagarh,horsegram,winter,20,20,730,0.25
2016,nayagarh,horsegram,winter,21,21,1210,0.36
2017,nayagarh,horsegram,winter,19,19,1051,0.45
2018,nayagarh,horsegram,winter,17,20,492,0.32
2019,nayagarh,horsegram,winter,18,21,128,0.39
2020,nayagarh,horsegram,winter,19,22,441,0.35
2021,nayagarh,horsegram,winter,20,23,657,0.31
2022,nayagarh,horsegram,winter,21,22,754,0.37
,,,,,,,
2004,nayagarh,groundnut,autumn,230,31,439,0.93
2005,nayagarh,groundnut,autumn,228,29,574,1.09
2006,nayagarh,groundnut,autumn,226,29,521,0.87
2007,nayagarh,groundnut,autumn,220,29,536,1.12
2008,nayagarh,groundnut,autumn,240,28,496,1.11
2009,nayagarh,groundnut,autumn,245,29,446,1
2010,nayagarh,groundnut,autumn,246,29,629,1.56
2011,nayagarh,groundnut,autumn,251,31,600,1.64
2012,nayagarh,groundnut,autumn,200,28,374,1.31
2013,nayagarh,groundnut,autumn,210,29,299,1.57
2014,nayagarh,groundnut,autumn,212,29,298,1.76
2015,nayagarh,groundnut,autumn,230,31,317,1.79
2016,nayagarh,groundnut,autumn,228,30,303,1.95
2017,nayagarh,groundnut,autumn,229,28,199,1.92
2018,nayagarh,groundnut,autumn,230,30,130,2.14
2019,nayagarh,groundnut,autumn,237,28,71,3.22
2020,nayagarh,groundnut,autumn,216,28,115,2.45
2021,nayagarh,groundnut,autumn,211,29,308,3.19
2022,nayagarh,groundnut,autumn,220,30,289,2.52
,,,,,,,
2004,nayagarh,groundnut,summer,39,31,10,1.73
2005,nayagarh,groundnut,summer,38,29,3,1.47
2006,nayagarh,groundnut,summer,38,25,47,1.58
2007,nayagarh,groundnut,summer,39,26,11,1.56
2008,nayagarh,groundnut,summer,40,28,17,1.65
2009,nayagarh,groundnut,summer,42,30,5,3.52
2010,nayagarh,groundnut,summer,42,32,22,1.67
2011,nayagarh,groundnut,summer,43,31,1,1.5
2012,nayagarh,groundnut,summer,45,29,3,0.67
2013,nayagarh,groundnut,summer,46,30,3,1.07
2014,nayagarh,groundnut,summer,35,33,1,0.9
2015,nayagarh,groundnut,summer,36,31,1,1.3
,,,,,,,
,,,,,,,
2018,nayagarh,groundnut,summer,40,29,25,2.01
2019,nayagarh,groundnut,summer,42,31,1,2.5
2020,nayagarh,groundnut,summer,40,32,67,2.58
2021,nayagarh,groundnut,summer,43,33,63,2.59
2022,nayagarh,groundnut,summer,44,30,96,3.37
,,,,,,,
2004,nayagarh,potato,winter,20,25,16,6.03
2005,nayagarh,potato,winter,19,22,17,8.43
2006,nayagarh,potato,winter,18,22,15,8.73
2007,nayagarh,potato,winter,22,23,26,7.15
2008,nayagarh,potato,winter,18,24,10,5.61
2009,nayagarh,potato,winter,19,25,8,10.84
2010,nayagarh,potato,winter,20,25,2,9.1
2011,nayagarh,potato,winter,22,22,5,8.26
2012,nayagarh,potato,winter,21,21,3,7.37
2013,nayagarh,potato,winter,23,19,1,9.8
2014,nayagarh,potato,winter,25,20,1,15
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2020,nayagarh,potato,winter,19,22,1,7.2
2021,nayagarh,potato,winter,20,23,7,7.2
2022,nayagarh,potato,winter,21,22,32,11.59
,,,,,,,
2004,nayagarh,ragi,autumn,230,31,67,0.53
2005,nayagarh,ragi,autumn,228,29,62,0.64
2006,nayagarh,ragi,autumn,226,29,117,0.55
2007,nayagarh,ragi,autumn,220,29,179,0.64
2008,nayagarh,ragi,autumn,240,28,208,0.64
2009,nayagarh,ragi,autumn,245,29,194,0.58
2010,nayagarh,ragi,autumn,246,29,148,0.73
2011,nayagarh,ragi,autumn,251,31,124,0.66
2012,nayagarh,ragi,autumn,200,28,93,0.59
2013,nayagarh,ragi,autumn,210,29,27,0.49
2014,nayagarh,ragi,autumn,212,29,31,0.62
2015,nayagarh,ragi,autumn,230,31,37,0.92
2016,nayagarh,ragi,autumn,228,30,16,0.62
2017,nayagarh,ragi,autumn,229,28,2,0.45
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2022,nayagarh,ragi,autumn,220,30,76,1.02
,,,,,,,
2004,nayagarh,sesamum,summer,39,31,64,0.16
2005,nayagarh,sesamum,summer,38,29,191,0.21
2006,nayagarh,sesamum,summer,38,25,526,0.16
2007,nayagarh,sesamum,summer,39,26,433,0.18
2008,nayagarh,sesamum,summer,40,28,198,0.26
2009,nayagarh,sesamum,summer,42,30,110,0.2
2010,nayagarh,sesamum,summer,42,32,159,0.22
2011,nayagarh,sesamum,summer,43,31,362,0.15
2012,nayagarh,sesamum,summer,45,29,19,0.16
2013,nayagarh,sesamum,summer,46,30,19,0.23
2014,nayagarh,sesamum,summer,35,33,10,0.45
2015,nayagarh,sesamum,summer,36,31,15,0.12
,,,,,,,
,,,,,,,
2018,nayagarh,sesamum,summer,40,29,31,0.17
,,,,,,,
2020,nayagarh,sesamum,summer,40,32,4,0.35
2021,nayagarh,sesamum,summer,43,33,74,0.31
2022,nayagarh,sesamum,summer,44,30,51,0.44
,,,,,,,
2004,nayagarh,sesamum,winter,20,25,593,0.18
2005,nayagarh,sesamum,winter,19,22,648,0.15
2006,nayagarh,sesamum,winter,18,22,888,0.17
2007,nayagarh,sesamum,winter,22,23,601,0.16
2008,nayagarh,sesamum,winter,18,24,693,0.16
2009,nayagarh,sesamum,winter,19,25,771,0.2
2010,nayagarh,sesamum,winter,20,25,499,0.23
2011,nayagarh,sesamum,winter,22,22,189,0.18
2012,nayagarh,sesamum,winter,21,21,219,0.21
2013,nayagarh,sesamum,winter,23,19,79,0.16
2014,nayagarh,sesamum,winter,25,20,186,0.19
2015,nayagarh,sesamum,winter,20,20,127,0.14
2016,nayagarh,sesamum,winter,21,21,139,0.2
2017,nayagarh,sesamum,winter,19,19,188,0.12
2018,nayagarh,sesamum,winter,17,20,70,0.22
,,,,,,,
,,,,,,,
2021,nayagarh,sesamum,winter,20,23,35,0.23
2022,nayagarh,sesamum,winter,21,22,20,0.23
,,,,,,,
2004,nayagarh,sugarcane,winter,20,25,1462,61.04
2005,nayagarh,sugarcane,winter,19,22,2522,59.65
2006,nayagarh,sugarcane,winter,18,22,3336,70.46
2007,nayagarh,sugarcane,winter,22,23,2840,62.66
2008,nayagarh,sugarcane,winter,18,24,1910,64.02
2009,nayagarh,sugarcane,winter,19,25,1311,66.66
2010,nayagarh,sugarcane,winter,20,25,2533,65.13
2011,nayagarh,sugarcane,winter,22,22,2375,60.97
2012,nayagarh,sugarcane,winter,21,21,1241,68.36
2013,nayagarh,sugarcane,winter,23,19,1354,49.25
2014,nayagarh,sugarcane,winter,25,20,1040,69.03
2015,nayagarh,sugarcane,winter,20,20,537,49.29
2016,nayagarh,sugarcane,winter,21,21,316,60.1
2017,nayagarh,sugarcane,winter,19,19,107,55.88
2018,nayagarh,sugarcane,winter,17,20,298,68.32
2019,nayagarh,sugarcane,winter,18,21,293,68.51
2020,nayagarh,sugarcane,winter,19,22,36,71.98
2021,nayagarh,sugarcane,winter,20,23,234,69.34
2022,nayagarh,sugarcane,winter,21,22,233,69.46
,,,,,,,
2004,nayagarh,urad,winter,20,25,5588,0.19
2005,nayagarh,urad,winter,19,22,7280,0.21
2006,nayagarh,urad,winter,18,22,6357,0.25
2007,nayagarh,urad,winter,22,23,5832,0.22
2008,nayagarh,urad,winter,18,24,5050,0.25
2009,nayagarh,urad,winter,19,25,6379,0.22
2010,nayagarh,urad,winter,20,25,5344,0.21
2011,nayagarh,urad,winter,22,22,3039,0.16
2012,nayagarh,urad,winter,21,21,5182,0.31
2013,nayagarh,urad,winter,23,19,5312,0.29
2014,nayagarh,urad,winter,25,20,4664,0.35
2015,nayagarh,urad,winter,20,20,1773,0.23
2016,nayagarh,urad,winter,21,21,3423,0.33
2017,nayagarh,urad,winter,19,19,3968,0.43
2018,nayagarh,urad,winter,17,20,1373,0.26
2019,nayagarh,urad,winter,18,21,905,0.33
2020,nayagarh,urad,winter,19,22,2019,0.34
2021,nayagarh,urad,winter,20,23,514,0.26
2022,nayagarh,urad,winter,21,22,2514,0.34
,,,,,,,
2004,nayagarh,moong(green-gram),winter,20,25,19254,0.21
2005,nayagarh,moong(green-gram),winter,19,22,30460,0.19
2006,nayagarh,moong(green-gram),winter,18,22,23585,0.22
2007,nayagarh,moong(green-gram),winter,22,23,22342,0.22
2008,nayagarh,moong(green-gram),winter,18,24,18564,0.23
2009,nayagarh,moong(green-gram),winter,19,25,32102,0.23
2010,nayagarh,moong(green-gram),winter,20,25,11320,0.23
2011,nayagarh,moong(green-gram),winter,22,22,5295,0.18
2012,nayagarh,moong(green-gram),winter,21,21,26575,0.31
2013,nayagarh,moong(green-gram),winter,23,19,31814,0.29
2014,nayagarh,moong(green-gram),winter,25,20,33033,0.38
2015,nayagarh,moong(green-gram),winter,20,20,17485,0.2
2016,nayagarh,moong(green-gram),winter,21,21,24018,0.32
2017,nayagarh,moong(green-gram),winter,19,19,19891,0.41
2018,nayagarh,moong(green-gram),winter,17,20,15182,0.3
2019,nayagarh,moong(green-gram),winter,18,21,11608,0.35
2020,nayagarh,moong(green-gram),winter,19,22,12680,0.37
2021,nayagarh,moong(green-gram),winter,20,23,526,0.24
2022,nayagarh,moong(green-gram),winter,21,22,20968,0.34
,,,,,,,
2004,nayagarh,moong(green-gram),winter,20,25,275,0.12
2005,nayagarh,moong(green-gram),winter,19,22,492,0.12
2006,nayagarh,moong(green-gram),winter,18,22,569,0.11
2007,nayagarh,moong(green-gram),winter,22,23,411,0.11
2008,nayagarh,moong(green-gram),winter,18,24,457,0.11
2009,nayagarh,moong(green-gram),winter,19,25,388,0.16
2010,nayagarh,moong(green-gram),winter,20,25,410,0.11
2011,nayagarh,moong(green-gram),winter,22,22,161,0.11
2012,nayagarh,moong(green-gram),winter,21,21,293,0.16
2013,nayagarh,moong(green-gram),winter,23,19,224,0.13
2014,nayagarh,moong(green-gram),winter,25,20,262,0.17
2015,nayagarh,moong(green-gram),winter,20,20,202,0.11
2016,nayagarh,moong(green-gram),winter,21,21,363,0.15
2017,nayagarh,moong(green-gram),winter,19,19,599,0.15
2018,nayagarh,moong(green-gram),winter,17,20,205,0.1
2019,nayagarh,moong(green-gram),winter,18,21,76,0.21
2020,nayagarh,moong(green-gram),winter,19,22,170,0.17
2021,nayagarh,moong(green-gram),winter,20,23,231,0.16
2022,nayagarh,moong(green-gram),winter,21,22,331,0.2
,,,,,,,
2004,nayagarh,rice,autumn,230,31,2000,1
2005,nayagarh,rice,autumn,228,29,2000,1
2006,nayagarh,rice,autumn,226,29,2000,1
2007,nayagarh,rice,autumn,220,29,2000,1
2008,nayagarh,rice,autumn,240,28,1000,2
2009,nayagarh,rice,autumn,245,29,1000,2
2010,nayagarh,rice,autumn,246,29,2000,1.5
2011,nayagarh,rice,autumn,251,31,1000,1
2012,nayagarh,rice,autumn,200,28,1000,1
2013,nayagarh,rice,autumn,210,29,1000,1
2014,nayagarh,rice,autumn,212,29,1000,1
2015,nayagarh,rice,autumn,230,31,1000,0
2016,nayagarh,rice,autumn,228,30,70,1.14
,,,,,,,
,,,,,,,
,,,,,,,
2020,nayagarh,rice,autumn,216,28,10,1
2021,nayagarh,rice,autumn,211,29,15,1.49
,,,,,,,
,,,,,,,
2004,nayagarh,rice,winter,20,25,93000,1.27
2005,nayagarh,rice,winter,19,22,98000,1.59
2006,nayagarh,rice,winter,18,22,100000,1.49
2007,nayagarh,rice,winter,22,23,94000,1.83
2008,nayagarh,rice,winter,18,24,93000,1.39
2009,nayagarh,rice,winter,19,25,101000,1.51
2010,nayagarh,rice,winter,20,25,92000,1.66
2011,nayagarh,rice,winter,22,22,85000,0.64
2012,nayagarh,rice,winter,21,21,95000,2.19
2013,nayagarh,rice,winter,23,19,101000,0.84
2014,nayagarh,rice,winter,25,20,90000,2.11
2015,nayagarh,rice,winter,20,20,90000,0.86
2016,nayagarh,rice,winter,21,21,91610,2.29
2017,nayagarh,rice,winter,19,19,90620,1.38
2018,nayagarh,rice,winter,17,20,87470,2.4
2019,nayagarh,rice,winter,18,21,86320,2.6
2020,nayagarh,rice,winter,19,22,90620,2.36
2021,nayagarh,rice,winter,20,23,88430,2.04
2022,nayagarh,rice,winter,21,22,91940,2.75
,,,,,,,
2004,nuapada,groundnut,autumn,196,31,407,0.73
2005,nuapada,groundnut,autumn,200,28,487,0.67
2006,nuapada,groundnut,autumn,198,28,570,0.78
2007,nuapada,groundnut,autumn,195,28,794,0.91
2008,nuapada,groundnut,autumn,200,27,614,0.79
2009,nuapada,groundnut,autumn,185,31,825,0.67
2010,nuapada,groundnut,autumn,188,28,1660,1.08
2011,nuapada,groundnut,autumn,175,28,1729,0.62
2012,nuapada,groundnut,autumn,180,27,1426,0.91
2013,nuapada,groundnut,autumn,182,28,1205,0.89
2014,nuapada,groundnut,autumn,183,28,1118,0.9
2015,nuapada,groundnut,autumn,250,27,534,0.62
2016,nuapada,groundnut,autumn,215,30,2461,1.03
2017,nuapada,groundnut,autumn,179,30,1019,0.89
2018,nuapada,groundnut,autumn,80,31,409,1.03
2019,nuapada,groundnut,autumn,175,28,753,0.91
2020,nuapada,groundnut,autumn,165,29,738,1.58
2021,nuapada,groundnut,autumn,195,28,2974,1.4
2022,nuapada,groundnut,autumn,197,27,2385,1.39
,,,,,,,
2004,nuapada,groundnut,summer,20,24,328,1.01
2005,nuapada,groundnut,summer,22,28,358,1.09
2006,nuapada,groundnut,summer,21,30,149,0.9
2007,nuapada,groundnut,summer,19,32,356,1.37
2008,nuapada,groundnut,summer,18,32,143,1.27
2009,nuapada,groundnut,summer,23,33,114,1.06
2010,nuapada,groundnut,summer,25,34,290,1.28
2011,nuapada,groundnut,summer,26,34,63,1.43
2012,nuapada,groundnut,summer,28,35,162,1.76
2013,nuapada,groundnut,summer,28,31,211,1.88
2014,nuapada,groundnut,summer,27,31,239,1.79
2015,nuapada,groundnut,summer,25,30,152,1.89
2016,nuapada,groundnut,summer,26,30,41,2.42
2017,nuapada,groundnut,summer,26,32,26,1.79
2018,nuapada,groundnut,summer,23,31,61,2.17
2019,nuapada,groundnut,summer,20,30,129,2.2
2020,nuapada,groundnut,summer,21,29,378,2.44
2021,nuapada,groundnut,summer,19,28,588,2.18
2022,nuapada,groundnut,summer,20,31,492,2.03
,,,,,,,
2004,nuapada,horsegram,winter,10,24,2526,0.14
2005,nuapada,horsegram,winter,12,21,2592,0.11
2006,nuapada,horsegram,winter,11,22,2751,0.12
2007,nuapada,horsegram,winter,9,24,2685,0.24
2008,nuapada,horsegram,winter,8,23,2278,0.17
2009,nuapada,horsegram,winter,10,20,1348,0.17
2010,nuapada,horsegram,winter,15,21,2592,0.22
2011,nuapada,horsegram,winter,12,22,1644,0.17
2012,nuapada,horsegram,winter,13,23,1525,0.22
2013,nuapada,horsegram,winter,16,24,1401,0.27
2014,nuapada,horsegram,winter,9,25,1560,0.25
2015,nuapada,horsegram,winter,10,24,962,0.24
2016,nuapada,horsegram,winter,11,22,643,0.31
2017,nuapada,horsegram,winter,12,20,573,0.29
2018,nuapada,horsegram,winter,12,23,860,0.22
2019,nuapada,horsegram,winter,13,21,1083,0.32
2020,nuapada,horsegram,winter,15,20,848,0.27
2021,nuapada,horsegram,winter,15,20,2307,0.2
2022,nuapada,horsegram,winter,13,21,2834,0.16
,,,,,,,
2004,nuapada,maize,autumn,196,31,452,0.47
2005,nuapada,maize,autumn,200,28,352,0.56
2006,nuapada,maize,autumn,198,28,279,0.52
2007,nuapada,maize,autumn,195,28,279,0.55
2008,nuapada,maize,autumn,200,27,235,0.65
2009,nuapada,maize,autumn,185,31,263,0.53
2010,nuapada,maize,autumn,188,28,594,1.13
2011,nuapada,maize,autumn,175,28,418,0.78
2012,nuapada,maize,autumn,180,27,831,1.07
2013,nuapada,maize,autumn,182,28,564,1.22
2014,nuapada,maize,autumn,183,28,390,1.12
2015,nuapada,maize,autumn,250,27,291,1.28
2016,nuapada,maize,autumn,215,30,516,1.55
2017,nuapada,maize,autumn,179,30,791,1.32
2018,nuapada,maize,autumn,80,31,386,2.09
2019,nuapada,maize,autumn,175,28,1521,2.14
2020,nuapada,maize,autumn,165,29,4437,2.34
2021,nuapada,maize,autumn,195,28,2903,2.13
2022,nuapada,maize,autumn,197,27,2657,2.13
,,,,,,,
,,,,,,,
2005,nuapada,maize,summer,22,28,1,0.9
2006,nuapada,maize,summer,21,30,,
2007,nuapada,maize,summer,19,32,5,1.28
,,,,,,,
2009,nuapada,maize,summer,23,33,6,1.25
2010,nuapada,maize,summer,25,34,4,1.43
2011,nuapada,maize,summer,26,34,10,1.02
,,,,,,,
2013,nuapada,maize,summer,28,31,1,1.2
2014,nuapada,maize,summer,27,31,1,2.2
,,,,,,,
2016,nuapada,maize,summer,26,30,1,1.5
,,,,,,,
,,,,,,,
2019,nuapada,maize,summer,20,30,24,1.85
2020,nuapada,maize,summer,21,29,,
2021,nuapada,maize,summer,19,28,3,2.27
,,,,,,,
,,,,,,,
2004,nuapada,potato,winter,10,24,20,4.57
2005,nuapada,potato,winter,12,21,11,11.09
2006,nuapada,potato,winter,11,22,16,6.09
2007,nuapada,potato,winter,9,24,17,8.78
2008,nuapada,potato,winter,8,23,26,9.14
2009,nuapada,potato,winter,10,20,4,9.4
2010,nuapada,potato,winter,15,21,8,6.95
2011,nuapada,potato,winter,12,22,20,7.18
2012,nuapada,potato,winter,13,23,19,7.63
2013,nuapada,potato,winter,16,24,16,7.29
2014,nuapada,potato,winter,9,25,4,8.08
2015,nuapada,potato,winter,10,24,4,8.7
2016,nuapada,potato,winter,11,22,2,7.25
,,,,,,,
2018,nuapada,potato,winter,12,23,4,7.55
2019,nuapada,potato,winter,13,21,2,7.15
2020,nuapada,potato,winter,15,20,7,6.13
2021,nuapada,potato,winter,15,20,441,8.55
2022,nuapada,potato,winter,13,21,634,4.38
,,,,,,,
2004,nuapada,ragi,autumn,196,31,285,0.36
2005,nuapada,ragi,autumn,200,28,330,0.39
2006,nuapada,ragi,autumn,198,28,292,0.42
2007,nuapada,ragi,autumn,195,28,350,0.55
2008,nuapada,ragi,autumn,200,27,284,0.45
2009,nuapada,ragi,autumn,185,31,284,0.37
2010,nuapada,ragi,autumn,188,28,396,0.62
2011,nuapada,ragi,autumn,175,28,385,0.35
2012,nuapada,ragi,autumn,180,27,435,0.53
2013,nuapada,ragi,autumn,182,28,332,0.52
2014,nuapada,ragi,autumn,183,28,325,0.49
2015,nuapada,ragi,autumn,250,27,154,0.32
2016,nuapada,ragi,autumn,215,30,475,0.45
2017,nuapada,ragi,autumn,179,30,150,0.4
2018,nuapada,ragi,autumn,80,31,203,0.45
2019,nuapada,ragi,autumn,175,28,624,0.52
2020,nuapada,ragi,autumn,165,29,527,0.91
2021,nuapada,ragi,autumn,195,28,1154,0.55
2022,nuapada,ragi,autumn,197,27,1510,0.69
,,,,,,,
2004,nuapada,sesamum,autumn,196,31,98,0.1
2005,nuapada,sesamum,autumn,200,28,333,0.09
2006,nuapada,sesamum,autumn,198,28,322,0.06
2007,nuapada,sesamum,autumn,195,28,406,0.07
2008,nuapada,sesamum,autumn,200,27,246,0.07
2009,nuapada,sesamum,autumn,185,31,606,0.08
2010,nuapada,sesamum,autumn,188,28,1490,0.12
2011,nuapada,sesamum,autumn,175,28,956,0.09
2012,nuapada,sesamum,autumn,180,27,1132,0.09
2013,nuapada,sesamum,autumn,182,28,712,0.12
2014,nuapada,sesamum,autumn,183,28,378,0.08
2015,nuapada,sesamum,autumn,250,27,327,0.1
2016,nuapada,sesamum,autumn,215,30,609,0.2
2017,nuapada,sesamum,autumn,179,30,742,0.11
2018,nuapada,sesamum,autumn,80,31,572,0.09
2019,nuapada,sesamum,autumn,175,28,996,0.13
2020,nuapada,sesamum,autumn,165,29,930,0.11
2021,nuapada,sesamum,autumn,195,28,938,0.11
2022,nuapada,sesamum,autumn,197,27,833,0.12
,,,,,,,
2004,nuapada,sesamum,winter,10,24,60,0.12
2005,nuapada,sesamum,winter,12,21,137,0.05
2006,nuapada,sesamum,winter,11,22,137,0.05
2007,nuapada,sesamum,winter,9,24,254,0.13
2008,nuapada,sesamum,winter,8,23,117,0.06
2009,nuapada,sesamum,winter,10,20,106,0.07
2010,nuapada,sesamum,winter,15,21,230,0.12
2011,nuapada,sesamum,winter,12,22,171,0.09
2012,nuapada,sesamum,winter,13,23,125,0.09
2013,nuapada,sesamum,winter,16,24,179,0.11
